soubor,spisovka,datum,soud,reference,soubor2,datum2,soud2
rozhodnuti-Tpjn_302_2010.txt,Tpjn 302/2010,2010-10-27,SupCo,1 Afs 147/2005,0147_1Afs_0500107A_prevedeno.txt,2006-05-24,SupAdmCo
rozhodnuti-22_Cdo_4428_2017.txt,22 Cdo 4428/2017,2017-10-31,SupCo,1 As 23/2009,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-22_Cdo_4109_2009.txt,22 Cdo 4109/2009,2011-11-24,SupCo,5 As 20/2003,0020_5As__0300064A_prevedeno.txt,2004-10-27,SupAdmCo
rozhodnuti-30_Cdo_104_2013.txt,30 Cdo 104/2013,2014-05-21,SupCo,Konf 22/2013-7,0022_0Konf130_20140225152847_prevedeno.txt,2014-02-20,SupAdmCo
rozhodnuti-22_Cdo_4153_2014.txt,22 Cdo 4153/2014,2015-12-16,SupCo,6 As 45/2006,0045_6As__0600087A_prevedeno.txt,2008-03-27,SupAdmCo
rozhodnuti-25_Cdo_308_2018.txt,25 Cdo 308/2018,2018-03-08,SupCo,2 As 66/2016,0066_2As__1600032_20160720120140_prevedeno.txt,2016-07-14,SupAdmCo
rozhodnuti-28_Cdo_2855_2015.txt,28 Cdo 2855/2015,2016-07-04,SupCo,7 As 40/2004-97,0040_7As__0400097A_prevedeno.txt,2005-01-12,SupAdmCo
rozhodnuti-30_Cdo_808_2016.txt,30 Cdo 808/2016,2017-11-28,SupCo,Afs 96/2012-38,0096_1Afs_1200038A_prevedeno.txt,2013-01-17,SupAdmCo
rozhodnuti-30_Cdo_808_2016.txt,30 Cdo 808/2016,2017-11-28,SupCo,1 Afs 96/2012,0096_1Afs_1200038A_prevedeno.txt,2013-01-17,SupAdmCo
rozhodnuti-23_Cdo_1695_2010.txt,23 Cdo 1695/2010,2012-05-31,SupCo,2 As 72/2011,0072_2As__110_20110718104258_prevedeno.txt,2011-07-08,SupAdmCo
rozhodnuti-5_Tdo_318_2014.txt,5 Tdo 318/2014,2014-03-26,SupCo,8 As 89/2011,0089_8As__110_20120306041133_prevedeno.txt,2012-02-17,SupAdmCo
rozhodnuti-4_Tdo_764_2016.txt,4 Tdo 764/2016,2017-02-28,SupCo,4 Afs 210/2014-57,0210_4Afs_1400057_20151124154621_prevedeno.txt,2015-11-24,SupAdmCo
rozhodnuti-4_Tdo_764_2016.txt,4 Tdo 764/2016,2017-02-28,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-30_Cdo_1758_2015.txt,30 Cdo 1758/2015,2015-11-16,SupCo,1 As 36/2009-88,0036_1As__0900088A_prevedeno.txt,2009-05-21,SupAdmCo
rozhodnuti-21_Cdo_1355_2017.txt,21 Cdo 1355/2017,2017-08-07,SupCo,3 Ads 119/2010,0119_3Ads_100_20101210095222_prevedeno.txt,2010-12-09,SupAdmCo
rozhodnuti-23_Cdo_4719_2017.txt,23 Cdo 4719/2017,2018-04-24,SupCo,4 Ads 20/2007-59,0020_4Ads_0700059A_prevedeno.txt,2008-08-26,SupAdmCo
rozhodnuti-7_Tdo_989_2015.txt,7 Tdo 989/2015,2015-11-25,SupCo,6 Ads 30/2012,0030_6Ads_120_20120629105942_prevedeno.txt,2012-06-06,SupAdmCo
