source_file,docket_number,date,court,reference,source_file2,date2,court2
3-42-02.txt, III. US 42/02, 2003-01-21,ConCo,22 Cdo 2480/2000,rozhodnuti-22_Cdo_2480_2000.txt,2001-01-15,SupCo
3-278-05.txt, III. US 278/05, 2005-06-29,ConCo,25 Cdo 1231/2004,rozhodnuti-25_Cdo_1231_2004.txt,2005-01-27,SupCo
2-3643-15_1.txt, II. US 3643/15, 2017-01-10,ConCo,28 Cdo 1697/2011,rozhodnuti-28_Cdo_1697_2011.txt,2012-01-31,SupCo
4-2703-17_1.txt, IV. US 2703/17, 2018-04-17,ConCo,29 Cdo 2394/2013,rozhodnuti-29_Cdo_2394_2013.txt,2013-09-25,SupCo
4-2703-17_1.txt, IV. US 2703/17, 2018-04-17,ConCo,29 Cdo 2488/2013,rozhodnuti-29_Cdo_2488_2013.txt,2013-08-29,SupCo
2-197-01.txt, II. US 197/01, 2002-06-19,ConCo,20 Cdo 322/98,rozhodnuti-20_Cdo_322_98.txt,1999-01-28,SupCo
1-578-08_1.txt, I. US 578/08, 2009-03-12,ConCo,28 Cdo 436/2007,rozhodnuti-28_Cdo_436_2007.txt,2007-11-30,SupCo
1-2990-11_1.txt, I. US 2990/11, 2011-12-08,ConCo,7 Tdo 410/2004,rozhodnuti-7_Tdo_410_2004.txt,2004-04-27,SupCo
2-659-2000.txt, II. US 659/2000, 2002-02-05,ConCo,28 Cdo 712/2001,rozhodnuti-28_Cdo_712_2001.txt,2001-07-26,SupCo
4-1783-11_2.txt, IV. US 1783/11, 2013-04-23,ConCo,33 Cdo 1675/2007,rozhodnuti-33_Cdo_1675_2007.txt,2009-10-30,SupCo
2-495-15_1.txt, II. US 495/15, 2015-04-14,ConCo,33 Cdo 3003/2012,rozhodnuti-33_Cdo_3003_2012.txt,2012-11-22,SupCo
1-1437-09_1.txt, I. US 1437/09, 2009-10-01,ConCo,26 Cdo 2097/2007,rozhodnuti-26_Cdo_2097_2007.txt,2009-03-26,SupCo
4-3093-08_1.txt, IV. US 3093/08, 2009-07-28,ConCo,15 Tdo 756/2006,rozhodnuti-15_Tdo_756_2006.txt,2006-10-19,SupCo
4-3093-08_1.txt, IV. US 3093/08, 2009-07-28,ConCo,7 Tz 289/2000,rozhodnuti-7_Tz_289_2000.txt,2001-01-11,SupCo
