source_file,docket_number,date,court,reference
2-82-17_1.txt, II. US 82/17,2017-08-08,ConCo, Pl. US 38/14
2-1937-10_1.txt, II. US 1937/10,2010-09-23,ConCo, III. US 1103/03
3-671-02.txt, III. US 671/02,2003-01-16,ConCo, Pl. US - st. 1/96
2-747-11_1.txt, II. US 747/11,2011-03-24,ConCo, Pl. US 6/2005
2-585-05.txt, II. US 585/05,2006-05-17,ConCo, III. US 727/00
2-585-05.txt, II. US 585/05,2006-05-17,ConCo, III. US 619/00
3-1386-16_1.txt, III. US 1386/16,2016-06-30,ConCo, I. US 186/13
2-3618-11_1.txt, II. US 3618/11,2012-03-22,ConCo, III US 3617/11
3-935-07_1.txt, III. US 935/07,2009-08-05,ConCo,resp. IV. US 251/04
2-3765-16_1.txt, II. US 3765/16,2017-04-25,ConCo, I US 3715/16
3-306-02.txt, III. US 306/02,2002-09-19,ConCo, I. US 12/95
2-2315-16_1.txt, II. US 2315/16,2017-05-16,ConCo, I. US 195/13
3-436-2000_1.txt, III. US 436/2000,2002-06-13,ConCo,vedene pod II. US 544/2000
2-3631-16_1.txt, II. US 3631/16,2016-11-29,ConCo, II?. US 2966/16
3-1440-13_2.txt, III. US 1440/13,2013-06-11,ConCo, II. US 40/08
4-761-02.txt, IV. US 761/02,2003-10-22,ConCo, Publ. in US CR sv. 3
4-761-02.txt, IV. US 761/02,2003-10-22,ConCo, Publ. in US sv. 2 c. 51
2-1347-18_1.txt, II. US 1347/18,2018-04-24,ConCo, III. US 511/10
3-376-16_1.txt, III. US 376/16,2016-02-09,ConCo, Pl. US 38/14
1-211-03.txt, I. US 211/03,2003-12-17,ConCo, III US 90/95
1-211-03.txt, I. US 211/03,2003-12-17,ConCo, III US 232/95
3-160-10_1.txt, III. US 160/10,2010-02-04,ConCo, III. US 1295/09
3-417-12_2.txt, III. US 417/12,2013-10-31,ConCo, II. US 569/09
3-2019-18_1.txt, III. US 2019/18,2018-09-11,ConCo, Pl. US 45/16
3-379-06_1.txt, III. US 379/06,2008-08-12,ConCo, IV. US 384/06
3-379-06_1.txt, III. US 379/06,2008-08-12,ConCo, III. US 501/06
3-379-06_1.txt, III. US 379/06,2008-08-12,ConCo, IV. US 774/06
4-19-13_1.txt, IV. US 19/13,2013-06-11,ConCo, IV. US 124/13
2-2235-15_1.txt, II. US 2235/15,2015-09-18,ConCo, IV. US 4890/12
3-288-04.txt, III. US 288/04,2004-09-16,ConCo, Pl. US 22/92
4-1495-12_1.txt, IV. US 1495/12,2012-05-09,ConCo, I US 3679/11
3-468-13_1.txt, III. US 468/13,2013-04-17,ConCo, Pl. US 19/93 a
2-897-09_1.txt, II. US 897/09,2009-05-25,ConCo, III. US 62/05
2-897-09_1.txt, II. US 897/09,2009-05-25,ConCo, I US 86/06
1-2859-16_1.txt, I. US 2859/16,2016-10-18,ConCo, I. US 1789/15
2-1221-07_1.txt, II. US 1221/07,2007-06-14,ConCo, Pl. US - st. 23/06
Pl-9-17_1.txt, Pl. US 9/17,2018-04-03,ConCo, IV. US 1501/01
Pl-9-17_1.txt, Pl. US 9/17,2018-04-03,ConCo, I. US 192/92
Pl-9-17_1.txt, Pl. US 9/17,2018-04-03,ConCo, IV. US 3685/15
2-367-96.txt, II. US 367/96,1998-11-04,ConCo,ve vecech I. US 68/93
2-3549-16_1.txt, II. US 3549/16,2017-03-14,ConCo, II. US 192/64
4-158-13_1.txt, IV. US 158/13,2013-03-14,ConCo,Braswell proti USA Braswell v. United States
4-1346-13_1.txt, IV. US 1346/13,2013-07-08,ConCo, III US 1735/10
4-909-16_1.txt, IV. US 909/16,2016-04-26,ConCo, I. US 2313/11
4-909-16_1.txt, IV. US 909/16,2016-04-26,ConCo, III. US 161/11
3-2185-18_1.txt, III. US 2185/18,2018-09-04,ConCo,. I. US 4229/12
2-413-97.txt, II. US 413/97,1998-11-25,ConCo, I US 279/95
2-1549-16_1.txt, II. US 1549/16,2017-05-09,ConCo, III US 711/01
1-600-99.txt, I. US 600/99,2001-10-30,ConCo, I. US 12/95
4-1063-07_1.txt, IV. US 1063/07,2007-06-12,ConCo, Publ. in US sv. 5
4-175-05.txt, IV. US 175/05,2005-10-24,ConCo, I. US 362/19
4-175-05.txt, IV. US 175/05,2005-10-24,ConCo, I.US 107/2000
3-1469-09_1.txt, III. US 1469/09,2012-06-14,ConCo, III. US166/95
2-1546-17_1.txt, II. US 1546/17,2017-10-10,ConCo, I. US 1360/17
3-474-02.txt, III. US 474/02,2002-09-19,ConCo, I. US 12/95
3-3084-12_1.txt, III. US 3084/12,2012-09-13,ConCo, I. US 2777/11
3-3084-12_1.txt, III. US 3084/12,2012-09-13,ConCo, III. US 1648/12
3-3122-12_1.txt, III. US 3122/12,2012-09-13,ConCo, I. US 2777/11
3-3122-12_1.txt, III. US 3122/12,2012-09-13,ConCo, III. US 1648/12
4-154-04.txt, IV. US 154/04,2004-11-30,ConCo, Publ. in US sv. 25
3-3125-12_1.txt, III. US 3125/12,2013-04-17,ConCo, III. US 1103/03
1-797-14_1.txt, I. US 797/14,2014-07-07,ConCo, II. US 2085/09
2-1520-07_1.txt, II. US 1520/07,2007-10-11,ConCo, Pl. US - st. 23/06
4-1365-10_2.txt, IV. US 1365/10,2010-05-19,ConCo, I. US 1366/10
4-245-04.txt, IV. US 245/04,2005-01-19,ConCo, I US 573/02
3-2159-12_1.txt, III. US 2159/12,2012-06-21,ConCo, I. US 2777/11
3-2159-12_1.txt, III. US 2159/12,2012-06-21,ConCo, III. US 1648/12
2-85-15_1.txt, II. US 85/15,2015-01-29,ConCo, IV. US 1836/10
3-322-12_1.txt, III. US 322/12,2013-08-08,ConCo, II. US 4542/12
1-1923-13_1.txt, I. US 1923/13,2014-03-25,ConCo, II. US 4809/12
4-1879-14_1.txt, IV. US 1879/14,2014-10-15,ConCo, III. US 284/2001
2-916-10_1.txt, II. US 916/10,2010-04-22,ConCo, I. US 2370/09
3-319-06.txt, III. US 319/06,2006-10-12,ConCo,kvetna 2006 a III. US 360/06
2-575-03_1.txt, II. US 575/03,2006-10-16,ConCo, I US 485/98
1-4320-12_1.txt, I. US 4320/12,2012-12-05,ConCo, III. US 268/2006
4-1238-15_1.txt, IV. US 1238/15,2015-05-20,ConCo, III. US 3672/12
4-1238-15_1.txt, IV. US 1238/15,2015-05-20,ConCo, II. US 4668/12
3-1447-17_1.txt, III. US 1447/17,2017-08-01,ConCo, I. US 632/10
4-2487-11_2.txt, IV. US 2487/11,2011-10-31,ConCo, I. US 137/2003
1-149-02.txt, I. US 149/02,2002-05-14,ConCo, II US 361/96
4-983-16_1.txt, IV. US 983/16,2017-02-28,ConCo, I. US 195/13
1-2460-09_1.txt, I. US 2460/09,2010-10-07,ConCo, II US 81/95
1-20-02.txt, I. US 20/02,2002-03-05,ConCo, II US 361/96
4-99-01.txt, IV. US 99/01,2001-06-15,ConCo, II US 81/95
2-3147-14_1.txt, II. US 3147/14,2015-02-19,ConCo, I. US 3507/12
3-94-2000.txt, III. US 94/2000,2000-05-30,ConCo, Pl. US-9/99
