source_file,docket_number,date,court,reference
0012_7As__0800060A_prevedeno.txt,7 As 12/2008-60,2008-11-23,SupAdmCo,2 Ans 1/2005
0360_2Azs_0400038A_prevedeno.txt,2 Azs 360/2004-38,2005-08-26,SupAdmCo,46 Az 639/2003
0360_2Azs_0400038A_prevedeno.txt,2 Azs 360/2004-38,2005-08-26,SupAdmCo,2 Azs 207/2004
0107_5Azs_0600073A_prevedeno.txt,5 Azs 107/2006-73,2006-11-25,SupAdmCo,59 Az 221/2004
0273_1Azs_1500031_20160310091256_prevedeno.txt,1 Azs 273/2015-31,2016-03-09,SupAdmCo,1 Az 17/2015
0002_5Azs_0700076A_prevedeno.txt,5 Azs 2/2007-76,2007-03-06,SupAdmCo,3 Azs 12/2003
0147_8As__1700041_20180802132351_20180803100041_prevedeno.txt,8 As 147/2017-41,2018-07-26,SupAdmCo,2 Azs 47/2003
0099_8Ads_1500035_20151029104147_prevedeno.txt,8 Ads 99/2015-35,2015-11-21,SupAdmCo,Na 18/2009
0286_2Azs_1600029_20161201131107_prevedeno.txt,2 Azs 286/2016-29,2016-11-30,SupAdmCo,5 Azs 37/2003
0028_4Azs_0500067A_prevedeno.txt,4 Azs 28/2005-67,2005-09-27,SupAdmCo,28 Az 18/2004
0032_5Azs_0900054A_prevedeno.txt,5 Azs 32/2009-54,2009-07-22,SupAdmCo,64 Az 44/2008
0031_2Azs_0900082A_prevedeno.txt,2 Azs 31/2009-82,2009-09-08,SupAdmCo,64 Az 25/2008
0057_1Afs_120_20121012074128_prevedeno.txt,1 Afs 57/2012-45,2012-11-04,SupAdmCo,2 Azs 47/2003
0022_3Ads_1000_082d7078_8e43_49af_9f7d_c56b51290a0a_prevedeno.txt,3 Ads 22/2010-41,2010-03-24,SupAdmCo,2 Cad 50/2007
0198_4Azs_0500043A_prevedeno.txt,4 Azs 198/2005-43,2005-07-26,SupAdmCo,61 Az 105/2004
0102_7Azs_0600087A_prevedeno.txt,7 Azs 102/2006-87,2006-09-21,SupAdmCo,4 Azs 26/2003
0006_0Nao_1000142_20160301093015_prevedeno.txt,Nao 6/2010-142,2010-02-25,SupAdmCo,18 Cad 167/2008
0014_8Azs_0800044A_prevedeno.txt,8 Azs 14/2008-44,2008-04-23,SupAdmCo,56 Az 124/2007
0027_3Ads_0700045A_prevedeno.txt,3 Ads 27/2007-45,2007-03-07,SupAdmCo,42 Cad 127/2006
0087_2Azs_0800078A_prevedeno.txt,2 Azs 87/2008-78,2008-11-06,SupAdmCo,63 Az 30/2007
0011_6Azs_1000064A_prevedeno.txt,6 Azs 11/2010-64,2010-07-28,SupAdmCo,28 Az 4/2009
0078_7Afs_100_20110216022118_prevedeno.txt,7 Afs 78/2010-30,2011-01-20,SupAdmCo,31 Af 45/2010
0077_8Azs_0600042A_prevedeno.txt,8 Azs 77/2006-42,2006-09-26,SupAdmCo,24 Az 372/2004
0024_0Nad_130_20130703080254_prevedeno.txt,Nad 24/2013-58,2013-06-12,SupAdmCo,Nad 34/2008
0105_7As__120_20120919114736_prevedeno.txt,7 As 105/2012-48,2012-08-23,SupAdmCo,33 Ad 23/2011
0094_2Azs_0700055A_prevedeno.txt,2 Azs 94/2007-55,2008-01-15,SupAdmCo,61 Az 118/2005
0315_4Azs_0500079A_prevedeno.txt,4 Azs 315/2005-79,2005-11-24,SupAdmCo,47 Az 634/2003
0385_6Azs_1700045_20180323145714_20180325212021_prevedeno.txt,6 Azs 385/2017-45,2018-03-21,SupAdmCo,60 Az 23/2017
0336_6As__1700031_20171130102432_prevedeno.txt,6 As 336/2017-31,2017-11-22,SupAdmCo,3 Afs 20/2003
0013_6Azs_0600038A_prevedeno.txt,6 Azs 13/2006-38,2006-07-20,SupAdmCo,3 Azs 12/2003
0098_5Afs_0700059A_prevedeno.txt,5 Afs 98/2007-59,2008-11-29,SupAdmCo,5 Afs 81/2004
000613Kss_1100054A_prevedeno.txt,13 Kss 6/2011-54,2011-11-12,SupAdmCo,ke Spr 970/2011
0084_3Ads_130_20140203141350_prevedeno.txt,3 Ads 84/2013-19,2014-01-30,SupAdmCo,38 Ad 22/2013
0088_6Azs_1600019_20160502105746_prevedeno.txt,6 Azs 88/2016-19,2016-04-27,SupAdmCo,1 Az 15/2014
000213Kss_1000_20101012125207_prevedeno.txt,13 Kss 2/2010-87,2010-09-14,SupAdmCo,Spr 1061/2009
0037_4Azs_1100_20120113100914_prevedeno.txt,4 Azs 37/2011-75,2011-12-22,SupAdmCo,32 Az 3/2011
0106_6Azs_0600078A_prevedeno.txt,6 Azs 106/2006-78,2007-04-26,SupAdmCo,30 Az 18/2005
0120_4Ads_1200004_prevedeno.txt,6 Ads 8/2010-79,2010-03-24,SupAdmCo,33 Cad 30/2007
0100_5Ads_1500037_20151214100619_prevedeno.txt,5 Ads 100/2015-37,2015-12-11,SupAdmCo,59 Ad 16/2014
0042_5Afs_0400061A_prevedeno.txt,5 Afs 42/2004-61,2006-05-31,SupAdmCo,2 Ans 1/2005
0002_6Azs_110_20110725091957_prevedeno.txt,6 Azs 2/2011-61,2011-06-29,SupAdmCo,2 Azs 47/2003
0088_2As__1300002_prevedeno.txt,9 As 40/2010-130,2010-05-27,SupAdmCo,ve veci 9 As 15/2010
0276_4Azs_0500082A_prevedeno.txt,4 Azs 276/2005-82,2005-11-11,SupAdmCo,7 Az 12/2004
0038_6Ads_1600032_20161010111637_prevedeno.txt,6 Ads 38/2016-32,2016-09-22,SupAdmCo,2 Azs 47/2003
0135_6Azs_0500037A_prevedeno.txt,6 Azs 135/2005-37,2005-05-05,SupAdmCo,6 Az 160/2003
0020_5Azs_1500035_20160118100956_prevedeno.txt,5 Azs 20/2015-35,2016-01-15,SupAdmCo,3 Azs 12/2003
0110_6Ads_0900082A_prevedeno.txt,6 Ads 110/2009-82,2010-04-07,SupAdmCo,38 Cad 4/2009
0063_8Afs_120_20130925092559_prevedeno.txt,8 Afs 63/2012-36,2013-08-29,SupAdmCo,31 Af 21/2011
0238_3Azs_0500083A_prevedeno.txt,3 Azs 238/2005-83,2005-12-07,SupAdmCo,14 Az 408/2004
0042_5Afs_0400061AA_prevedeno.txt,5 Afs 42/2004-61,2006-05-31,SupAdmCo,2 Ans 1/2005
0002_7Azs_13_20130716133821_prevedeno.txt,7 Azs 2/2013-39,2013-06-20,SupAdmCo,5 Azs 3/2011
0094_4Ads_1200_20120830020225_prevedeno.txt,4 Ads 94/2012-8,2012-08-16,SupAdmCo,34 Ad 88/2011
0109_5Afs_1500035_20160608083135_prevedeno.txt,5 Afs 109/2015-35,2016-06-03,SupAdmCo,1 Afs 54/2004
0005_4Ads_120_20120418114430_prevedeno.txt,4 Ads 5/2012-16,2012-03-23,SupAdmCo,1 Ad 81/2010
