ssource_file,docket_number,date,court,reference,source_file2,date2,court2
4-493-06_1.txt,IV. US 493/06,2007-05-16,ConCo,2 As 21/2004,0021_2As__0400067A_prevedeno.txt,2004-12-16,SupAdmCo
4-493-06_1.txt,IV. US 493/06,2007-05-16,ConCo,3 As 57/2004,0057_3As__0400039A_prevedeno.txt,2005-12-15,SupAdmCo
4-1902-14_1.txt,IV. US 1902/14,2015-01-27,ConCo,8 As 10/2014,0010_8As__140_20140331105532_prevedeno.txt,2014-03-18,SupAdmCo
2-2221-15_1.txt,II. US 2221/15,2016-05-03,ConCo,7 As 61/2008-135,0061_7As__0800135A_prevedeno.txt,2009-08-13,SupAdmCo
4-604-07_1.txt,IV. US 604/07,2007-12-17,ConCo,2 As 53/2004,0053_2As__0400076A_prevedeno.txt,2005-04-21,SupAdmCo
2-3189-16_2.txt,II. US 3189/16,2018-04-03,ConCo,7 Afs 216/2006-63,0216_7Afs_0600063A_prevedeno.txt,2008-02-14,SupAdmCo
2-3189-16_2.txt,II. US 3189/16,2018-04-03,ConCo,6 Ads 61/2004-67,0061_6Ads_0400067A_prevedeno.txt,2006-03-23,SupAdmCo
2-3189-16_2.txt,II. US 3189/16,2018-04-03,ConCo,2 Afs 57/2007,0057_2Afs_0700092A_prevedeno.txt,2007-12-17,SupAdmCo
2-3189-16_2.txt,II. US 3189/16,2018-04-03,ConCo,1 As 32/2006-99,0032_1As__0600099A_prevedeno.txt,2007-03-28,SupAdmCo
2-3189-16_2.txt,II. US 3189/16,2018-04-03,ConCo,8 As 27/2006-70,0027_8As__0600070A_prevedeno.txt,2007-11-05,SupAdmCo
4-4468-12_1.txt,IV. US 4468/12,2013-09-23,ConCo,1 As 1/2007-104,0001_1As__0700104A_prevedeno.txt,2007-07-25,SupAdmCo
1-700-18_1.txt,I. US 700/18,2018-07-25,ConCo,10 As 16/2018-26,001610As__1800026_20180207134710_20180209100014_prevedeno.txt,2018-01-25,SupAdmCo
3-365-04.txt,III. US 365/04,2004-09-29,ConCo,3 Afs 1/2003-101,0001_3Afs_0300101A_prevedeno.txt,2004-03-24,SupAdmCo
1-525-05_1.txt,I. US 525/05,2007-10-25,ConCo,7 Afs 34/2006-49,0034_7Afs_0600049A_prevedeno.txt,2007-05-03,SupAdmCo
2-635-18_1.txt,II. US 635/18,2018-05-15,ConCo,1 As 151/2014,0151_1As__1400023_20150224114320_prevedeno.txt,2015-02-19,SupAdmCo
2-4097-17_2.txt,II. US 4097/17,2018-03-27,ConCo,5 As 104/2013-46,0104_5As__1300046A_20161215161802_prevedeno.txt,2016-11-16,SupAdmCo
1-1240-08_1.txt,I. US 1240/08,2008-07-01,ConCo,8 Afs 125/2005-188,0125_8Afs_0500188A_prevedeno.txt,2006-07-24,SupAdmCo
1-1240-08_1.txt,I. US 1240/08,2008-07-01,ConCo,8 Afs 23/2008-69,0023_8Afs_0800069A_prevedeno.txt,2008-03-14,SupAdmCo
3-3268-10_1.txt,III. US 3268/10,2011-01-10,ConCo,6 Ads 41/2008,0041_6Ads_0800067A_prevedeno.txt,2009-11-07,SupAdmCo
1-1308-16_1.txt,I. US 1308/16,2017-05-10,ConCo,2 As 50/2004-64,0050_2As__0400064A_prevedeno.txt,2006-03-30,SupAdmCo
2-874-15_2.txt,II. US 874/15,2015-05-19,ConCo,5 Aps 2/2013-19,0002_5Aps_130_20130809144602_prevedeno.txt,2013-08-06,SupAdmCo
3-2234-13_1.txt,III. US 2234/13,2013-08-14,ConCo,1 Afs 56/2013,0056_1Afs_13_20130930132833_prevedeno.txt,2013-09-19,SupAdmCo
3-2196-07_1.txt,III. US 2196/07,2008-02-12,ConCo,5 Afs 131/2004,0131_5Afs_0400045A_prevedeno.txt,2005-03-25,SupAdmCo
1-1110-09_1.txt,I. US 1110/09,2010-09-23,ConCo,6 As 43/2007-90,0043_6As__0700090A_prevedeno.txt,2008-05-14,SupAdmCo
1-1110-09_1.txt,I. US 1110/09,2010-09-23,ConCo,6 As 21/2007-109,0021_6As__0700109A_prevedeno.txt,2008-05-14,SupAdmCo
1-1110-09_1.txt,I. US 1110/09,2010-09-23,ConCo,6 As 70/2007-104,0070_6As__0700104A_prevedeno.txt,2008-05-15,SupAdmCo
1-1609-11_1.txt,I. US 1609/11,2012-06-19,ConCo,4 Ads 94/2009,0094_4Ads_0900069A_prevedeno.txt,2009-11-03,SupAdmCo
1-1609-11_1.txt,I. US 1609/11,2012-06-19,ConCo,6 Ads 50/2004,0050_6Ads_0400041A_prevedeno.txt,2005-09-22,SupAdmCo
1-1609-11_1.txt,I. US 1609/11,2012-06-19,ConCo,3 Ads 110/2011,0110_3Ads_110_20110926030139_prevedeno.txt,2011-09-14,SupAdmCo
3-1662-18_1.txt,III. US 1662/18,2018-07-10,ConCo,1 As 76/2009-60,0076_1As__0900060A_prevedeno.txt,2009-12-22,SupAdmCo
3-1662-18_1.txt,III. US 1662/18,2018-07-10,ConCo,5 As 3/2009-76,0003_5As__0900_4757a918_c863_4789_9ada_537b14ea9a30_prevedeno.txt,2010-03-16,SupAdmCo
2-483-03.txt,II. US 483/03,2005-08-16,ConCo,4 Ads 23/2003-124,0023_4Ads_0300124AA_prevedeno.txt,2003-06-30,SupAdmCo
2-483-03.txt,II. US 483/03,2005-08-16,ConCo,4 Ads 23/2003,0023_4Ads_0300124AA_prevedeno.txt,2003-06-30,SupAdmCo
1-604-09_1.txt,I. US 604/09,2009-09-16,ConCo,1 Ao 1/2005-98,0001_1Ao__0500098A_prevedeno.txt,2005-09-27,SupAdmCo
2-633-14_1.txt,II. US 633/14,2014-06-10,ConCo,2 As 25/2007-118,0025_2As__0700118A_prevedeno.txt,2009-02-17,SupAdmCo
2-633-14_1.txt,II. US 633/14,2014-06-10,ConCo,1 As 80/2008-68,0080_1As__0800068A_prevedeno.txt,2008-12-17,SupAdmCo
2-633-14_1.txt,II. US 633/14,2014-06-10,ConCo,8 As 55/2009-96,0055_8As__0900_20101022012544_prevedeno.txt,2010-09-29,SupAdmCo
2-633-14_1.txt,II. US 633/14,2014-06-10,ConCo,5 As 6/2009-94,0006_5As__0900094A_prevedeno.txt,2009-08-31,SupAdmCo
1-1245-10_1.txt,I. US 1245/10,2010-09-15,ConCo,2 Afs 76/2009-81,0076_2Afs_0900_fa107c93_7ada_42d6_b41b_b92ff6c8b250_prevedeno.txt,2010-02-05,SupAdmCo
1-1245-10_1.txt,I. US 1245/10,2010-09-15,ConCo,1 Azs 34/2004-49,0034_1Azs_0400049A_prevedeno.txt,2004-09-22,SupAdmCo
1-1245-10_1.txt,I. US 1245/10,2010-09-15,ConCo,4 Azs 1/2004-68,0001_4Azs_0400068A_prevedeno.txt,2004-03-18,SupAdmCo
1-1245-10_1.txt,I. US 1245/10,2010-09-15,ConCo,5 Afs 147/2004-89,0147_5Afs_0400089A_prevedeno.txt,2005-04-28,SupAdmCo
4-3177-15_1.txt,IV. US 3177/15,2016-07-19,ConCo,5 As 73/2012-40,0073_5As__120_20120618101850_prevedeno.txt,2012-06-07,SupAdmCo
2-970-15_1.txt,II. US 970/15,2015-05-05,ConCo,2 Afs 68/2012,0068_2Afs_1200044_20141030095316_prevedeno.txt,2014-11-29,SupAdmCo
2-1541-15_1.txt,II. US 1541/15,2015-08-31,ConCo,2 As 7/2005-86,0007_2As__0500086A_prevedeno.txt,2006-04-25,SupAdmCo
3-176-13_1.txt,III. US 176/13,2014-02-20,ConCo,1 Afs 76/2013,0076_1Afs_130_20140207135658_prevedeno.txt,2014-01-21,SupAdmCo
3-138-06.txt,III. US 138/06,2006-11-30,ConCo,1 Azs 34/2004,0034_1Azs_0400049A_prevedeno.txt,2004-09-22,SupAdmCo
1-3183-12_1.txt,I. US 3183/12,2012-10-30,ConCo,8 Afs 120/2005-86,0120_8Afs_0500086A_prevedeno.txt,2007-07-31,SupAdmCo
3-1012-10_1.txt,III. US 1012/10,2010-08-12,ConCo,3 Ads 130/2008,0130_3Ads_08_20110831084552_prevedeno.txt,2011-08-25,SupAdmCo
2-262-06_1.txt,II. US 262/06,2007-08-23,ConCo,1 Afs 7/2003,0007_1Afs_0300065A_prevedeno.txt,2004-10-20,SupAdmCo
2-2076-14_1.txt,II. US 2076/14,2014-08-12,ConCo,4 Ads 59/2011-83,0059_4Ads_1100_20120216121416_prevedeno.txt,2012-01-19,SupAdmCo
3-1859-15_1.txt,III. US 1859/15,2015-11-05,ConCo,6 As 40/2006-87,0040_6As__0600087A_prevedeno.txt,2007-04-26,SupAdmCo
1-398-09_1.txt,I. US 398/09,2009-06-17,ConCo,2 Afs 97/2008-54,0097_2Afs_0800054A_prevedeno.txt,2008-12-05,SupAdmCo
3-3195-17_1.txt,III. US 3195/17,2018-05-22,ConCo,6 As 45/2005-188,0045_6As__0500188A_prevedeno.txt,2008-05-22,SupAdmCo
1-3598-10_1.txt,I. US 3598/10,2011-05-25,ConCo,8 Afs 51/2010-60,0051_8Afs_100_20101115094327_prevedeno.txt,2010-11-03,SupAdmCo
1-3598-10_1.txt,I. US 3598/10,2011-05-25,ConCo,2 Afs 186/2006-54,0186_2Afs_0600054A_prevedeno.txt,2009-11-27,SupAdmCo
1-3598-10_1.txt,I. US 3598/10,2011-05-25,ConCo,2 Afs 183/2005-64,0183_2Afs_0500064A_prevedeno.txt,2006-03-29,SupAdmCo
1-3598-10_1.txt,I. US 3598/10,2011-05-25,ConCo,7 Afs 92/2006-69,0092_7Afs_0600069A_prevedeno.txt,2007-05-10,SupAdmCo
1-3598-10_1.txt,I. US 3598/10,2011-05-25,ConCo,1 Afs 10/2006-45,0010_1Afs_0600045A_prevedeno.txt,2006-08-16,SupAdmCo
1-3598-10_1.txt,I. US 3598/10,2011-05-25,ConCo,1 Aps 1/2008-59,0001_1Aps_0800059A_prevedeno.txt,2008-08-20,SupAdmCo
4-3608-14_1.txt,IV. US 3608/14,2015-04-20,ConCo,4 Ads 86/2006,0086_4Ads_0600128A_prevedeno.txt,2007-03-21,SupAdmCo
4-3608-14_1.txt,IV. US 3608/14,2015-04-20,ConCo,2 Azs 10/2012-57,0010_2Azs_120_20121005095523_prevedeno.txt,2012-09-27,SupAdmCo
4-2837-15_1.txt,IV. US 2837/15,2015-12-15,ConCo,1 Afs 76/2013-57,0076_1Afs_13_20131219103533_prevedeno.txt,2013-12-17,SupAdmCo
1-2216-09_1.txt,I. US 2216/09,2011-05-31,ConCo,2 As 36/2004-46,0036_2As__0400046A_prevedeno.txt,2004-11-11,SupAdmCo
1-2216-09_1.txt,I. US 2216/09,2011-05-31,ConCo,5 As 31/2003-49,0031_5As__0300049A_prevedeno.txt,2004-07-14,SupAdmCo
3-676-18_1.txt,III. US 676/18,2018-04-24,ConCo,1 Ao 1/2005-98,0001_1Ao__0500098A_prevedeno.txt,2005-09-27,SupAdmCo
3-676-18_1.txt,III. US 676/18,2018-04-24,ConCo,2 Aos 1/2013-138,0001_2Aos_13_20130730104353_prevedeno.txt,2013-07-24,SupAdmCo
3-3861-15_1.txt,III. US 3861/15,2016-03-01,ConCo,2 Afs 98/2004,0098_2Afs_0400065A_prevedeno.txt,2005-05-12,SupAdmCo
3-3861-15_1.txt,III. US 3861/15,2016-03-01,ConCo,1 As 28/2004,0028_1As__0400106A_prevedeno.txt,2004-11-16,SupAdmCo
3-3861-15_1.txt,III. US 3861/15,2016-03-01,ConCo,8 Afs 95/2014,0095_8Afs_1400025_20150129103929_prevedeno.txt,2015-01-26,SupAdmCo
2-459-07_1.txt,II. US 459/07,2007-08-07,ConCo,2 As 53/2004,0053_2As__0400076A_prevedeno.txt,2005-04-21,SupAdmCo
3-1356-15_1.txt,III. US 1356/15,2015-06-15,ConCo,2 As 146/2014,0146_2As__1400038_20150602135448_prevedeno.txt,2015-05-28,SupAdmCo
1-1835-07_1.txt,I. US 1835/07,2008-11-18,ConCo,2 Afs 69/2004,0069_2Afs_0400052A_prevedeno.txt,2005-04-21,SupAdmCo
1-1835-07_1.txt,I. US 1835/07,2008-11-18,ConCo,2 Afs 93/2006,0093_2Afs_0600075A_prevedeno.txt,2007-02-08,SupAdmCo
1-1835-07_1.txt,I. US 1835/07,2008-11-18,ConCo,8 Afs 7/2005,0007_8Afs_0500096A_prevedeno.txt,2006-02-17,SupAdmCo
2-641-17_1.txt,II. US 641/17,2017-03-21,ConCo,3 Afs 219/2014-26,0219_3Afs_1400026_20150526140402_prevedeno.txt,2015-05-14,SupAdmCo
1-387-15_1.txt,I. US 387/15,2015-05-29,ConCo,7 As 146/2012-66,0146_7As__120_20130121115002_prevedeno.txt,2012-12-20,SupAdmCo
4-3554-15_1.txt,IV. US 3554/15,2016-02-01,ConCo,9 Afs 302/2014-47,0302_9Afs_1400047_20150116102349_prevedeno.txt,2015-01-15,SupAdmCo
2-2517-15_1.txt,II. US 2517/15,2015-10-20,ConCo,3 Ads 37/2012-30,0037_3Ads_12_20140409075833_prevedeno.txt,2014-04-01,SupAdmCo
2-2517-15_1.txt,II. US 2517/15,2015-10-20,ConCo,3 Ads 37/2012,0037_3Ads_12_20140409075833_prevedeno.txt,2014-04-01,SupAdmCo
1-705-06_1.txt,I. US 705/06,2008-12-01,ConCo,2 Afs 144/2004,0144_2Afs_0400131A_prevedeno.txt,2005-11-02,SupAdmCo
1-705-06_1.txt,I. US 705/06,2008-12-01,ConCo,2 Afs 31/2005,0031_2Afs_0500057A_prevedeno.txt,2006-01-24,SupAdmCo
1-2124-09_1.txt,I. US 2124/09,2009-10-29,ConCo,7 Afs 117/2008-54,0117_7Afs_0800054A_prevedeno.txt,2009-05-20,SupAdmCo
1-1169-08_1.txt,I. US 1169/08,2008-08-15,ConCo,8 Ans 3/2005-107,0003_8Ans_0500107A_prevedeno.txt,2006-06-12,SupAdmCo
4-994-15_1.txt,IV. US 994/15,2015-05-06,ConCo,2 Afs 39/2004,0039_2Afs_0400062A_prevedeno.txt,2004-07-15,SupAdmCo
1-3506-15_1.txt,I. US 3506/15,2017-04-18,ConCo,7 Afs 86/2013,0086_7Afs_1300021A_prevedeno.txt,2013-11-30,SupAdmCo
1-3506-15_1.txt,I. US 3506/15,2017-04-18,ConCo,2 Afs 67/2012,0067_2Afs_12_20140212111956_prevedeno.txt,2014-02-11,SupAdmCo
1-3506-15_1.txt,I. US 3506/15,2017-04-18,ConCo,2 Afs 30/2004,0030_2Afs_0400051A_prevedeno.txt,2005-06-08,SupAdmCo
2-3172-10_1.txt,II. US 3172/10,2011-06-28,ConCo,3 As 21/2007-305,0021_3As__0700305A_prevedeno.txt,2008-11-27,SupAdmCo
2-2640-14_1.txt,II. US 2640/14,2014-10-14,ConCo,9 As 95/2012-77,0095_9As__12_20130627114148_prevedeno.txt,2013-05-29,SupAdmCo
2-2640-14_1.txt,II. US 2640/14,2014-10-14,ConCo,9 As 95/2012-91,0095_9As__12_20130717131020_prevedeno.txt,2013-07-17,SupAdmCo
2-2640-14_1.txt,II. US 2640/14,2014-10-14,ConCo,9 As 95/2012-131,0095_9As__12_20140606100727_prevedeno.txt,2014-06-05,SupAdmCo
2-2129-08_1.txt,II. US 2129/08,2008-08-27,ConCo,1 Afs 15/2008-100,0015_1Afs_0800100A_prevedeno.txt,2008-04-30,SupAdmCo
2-2129-08_1.txt,II. US 2129/08,2008-08-27,ConCo,1 Afs 15/2008,0015_1Afs_0800100A_prevedeno.txt,2008-04-30,SupAdmCo
Pl-73-06.txt,Pl. US 73/06,2007-01-11,ConCo,Vol 66/2006,0066_0Vol_0600105A_prevedeno.txt,2006-07-04,SupAdmCo
3-93-06_1.txt,III. US 93/06,2007-05-17,ConCo,5 Afs 16/2003-56,0016_5Afs_0300056A_prevedeno.txt,2004-11-12,SupAdmCo
3-93-06_1.txt,III. US 93/06,2007-05-17,ConCo,2 As 27/2004-78,0027_2As__0400078A_prevedeno.txt,2004-10-12,SupAdmCo
3-93-06_1.txt,III. US 93/06,2007-05-17,ConCo,Afs 16/2003-56,0016_5Afs_0300056A_prevedeno.txt,2004-11-12,SupAdmCo
2-2862-15_1.txt,II. US 2862/15,2017-04-11,ConCo,3 As 139/2014,0139_3As__1400032_20151005125515_prevedeno.txt,2015-08-19,SupAdmCo
2-2862-15_1.txt,II. US 2862/15,2017-04-11,ConCo,9 As 162/2014,0162_9As__14_20140703140848_prevedeno.txt,2014-07-03,SupAdmCo
2-2862-15_1.txt,II. US 2862/15,2017-04-11,ConCo,9 As 144/2014,0144_9As__14_20140703133009_prevedeno.txt,2014-07-03,SupAdmCo
2-2862-15_1.txt,II. US 2862/15,2017-04-11,ConCo,4 As 76/2015-37,0076_4As__1500037_20150601125131_prevedeno.txt,2015-05-20,SupAdmCo
2-1109-16_1.txt,II. US 1109/16,2017-06-06,ConCo,7 As 94/2012-20,0094_7As__120_20120918030318_prevedeno.txt,2012-09-04,SupAdmCo
4-32-05.txt,IV. US 32/05,2005-02-07,ConCo,2 Afs 50/2004-76,0050_2Afs_0400076A_prevedeno.txt,2004-11-03,SupAdmCo
3-3607-16_1.txt,III. US 3607/16,2016-11-29,ConCo,7 As 91/2012-62,0091_7As__120_20130131144938_prevedeno.txt,2012-12-20,SupAdmCo
1-647-06_2.txt,I. US 647/06,2007-10-24,ConCo,1 Afs 70/2006-57,0070_1Afs_0600057A_prevedeno.txt,2006-05-31,SupAdmCo
4-2166-11_1.txt,IV. US 2166/11,2011-10-31,ConCo,9 Afs 61/2010-215,0061_9Afs_100_20101223090056_prevedeno.txt,2010-11-30,SupAdmCo
1-3242-16_1.txt,I. US 3242/16,2017-11-01,ConCo,1 Afs 76/2013-57,0076_1Afs_13_20131219103533_prevedeno.txt,2013-12-17,SupAdmCo
4-2674-15_1.txt,IV. US 2674/15,2016-02-09,ConCo,2 Afs 187/2004-69,0187_2Afs_0400069A_prevedeno.txt,2005-07-22,SupAdmCo
2-3527-17_1.txt,II. US 3527/17,2018-08-14,ConCo,2 Afs 49/2007-96,0049_2Afs_0700096A_prevedeno.txt,2008-05-22,SupAdmCo
2-3527-17_1.txt,II. US 3527/17,2018-08-14,ConCo,Konf 62/2012-49,0062_0Konf120_20140821131217_prevedeno.txt,2014-08-21,SupAdmCo
3-464-06.txt,III. US 464/06,2006-12-12,ConCo,1 Afs 3/2003-68,0003_1Afs_0300068A_prevedeno.txt,2004-03-11,SupAdmCo
2-2893-14_1.txt,II. US 2893/14,2014-12-16,ConCo,7 As 31/2011-101,0031_7As__110_20111216013159_prevedeno.txt,2011-11-25,SupAdmCo
3-2733-16_1.txt,III. US 2733/16,2016-11-01,ConCo,3 As 4/2005,0004_3As__0500026A_prevedeno.txt,2006-02-08,SupAdmCo
2-2892-14_1.txt,II. US 2892/14,2014-10-30,ConCo,2 As 46/2009-101,0046_2As__0900_77cd6476_3690_4dc5_9d03_246af402e774_prevedeno.txt,2010-03-16,SupAdmCo
2-3878-17_1.txt,II. US 3878/17,2018-01-09,ConCo,4 As 5/2006-131,0005_4As__0600131A_prevedeno.txt,2008-07-04,SupAdmCo
2-3878-17_1.txt,II. US 3878/17,2018-01-09,ConCo,7 As 26/2007-278,0026_7As__0700278A_prevedeno.txt,2009-02-13,SupAdmCo
2-3878-17_1.txt,II. US 3878/17,2018-01-09,ConCo,1 As 96/2011-143,0096_1As__11_20111213101803_prevedeno.txt,2011-12-06,SupAdmCo
2-3878-17_1.txt,II. US 3878/17,2018-01-09,ConCo,2 As 80/2011-151,0080_2As__110_20111212090639_prevedeno.txt,2011-12-08,SupAdmCo
2-3878-17_1.txt,II. US 3878/17,2018-01-09,ConCo,2 As 190/2016,0190_2As__1600049_20161201080500_prevedeno.txt,2016-11-30,SupAdmCo
2-3878-17_1.txt,II. US 3878/17,2018-01-09,ConCo,Konf 55/2005-7,005511Konf0500007A_prevedeno.txt,2006-08-14,SupAdmCo
3-912-17_1.txt,III. US 912/17,2017-05-10,ConCo,8 As 59/2010-78,0059_8As__1000_20101004093332_prevedeno.txt,2010-09-21,SupAdmCo
3-807-08_1.txt,III. US 807/08,2008-07-24,ConCo,5 Afs 31/2003,0031_5Afs_0300081A_prevedeno.txt,2004-10-08,SupAdmCo
3-807-08_1.txt,III. US 807/08,2008-07-24,ConCo,1 Afs 77/2005,0077_1Afs_0500043A_prevedeno.txt,2006-05-24,SupAdmCo
1-884-17_1.txt,I. US 884/17,2017-04-25,ConCo,1 Afs 60/2014-48,0060_1Afs_14_20140605115424_prevedeno.txt,2014-05-28,SupAdmCo
1-884-17_1.txt,I. US 884/17,2017-04-25,ConCo,8 Azs 144/2015-30,0144_8Azs_1500030_20160106143634_prevedeno.txt,2015-12-16,SupAdmCo
1-884-17_1.txt,I. US 884/17,2017-04-25,ConCo,9 As 294/2015,0294_9As__1500048_20160324130910_prevedeno.txt,2016-03-24,SupAdmCo
1-884-17_1.txt,I. US 884/17,2017-04-25,ConCo,10 As 125/2016,012510As__1600027_20160810081340_prevedeno.txt,2016-08-04,SupAdmCo
1-884-17_1.txt,I. US 884/17,2017-04-25,ConCo,10 As 126/2016,012610As__1600033_20160822080117_prevedeno.txt,2016-08-04,SupAdmCo
1-884-17_1.txt,I. US 884/17,2017-04-25,ConCo,8 As 80/2016,0080_8As__1600036_20170103095637_prevedeno.txt,2016-12-21,SupAdmCo
1-884-17_1.txt,I. US 884/17,2017-04-25,ConCo,10 Afs 16/2015-27,001610Afs_1500027_20150401143650_prevedeno.txt,2015-03-26,SupAdmCo
2-3528-13_1.txt,II. US 3528/13,2014-06-24,ConCo,3 Azs 384/2005,0384_3Azs_0500035A_prevedeno.txt,2005-12-07,SupAdmCo
2-3528-13_1.txt,II. US 3528/13,2014-06-24,ConCo,3 Azs 151/2005,0151_3Azs_0500056A_prevedeno.txt,2005-05-25,SupAdmCo
2-3528-13_1.txt,II. US 3528/13,2014-06-24,ConCo,3 Azs 25/2005,0025_3Azs_0500059A_prevedeno.txt,2005-02-17,SupAdmCo
1-2819-07_2.txt,I. US 2819/07,2008-07-15,ConCo,3 Aps 5/2006-55,0005_3Aps_0600055A_prevedeno.txt,2007-08-08,SupAdmCo
1-2819-07_2.txt,I. US 2819/07,2008-07-15,ConCo,2 Afs 17/2003-54,0017_2Afs_0300054A_prevedeno.txt,2004-06-03,SupAdmCo
3-119-17_1.txt,III. US 119/17,2017-11-14,ConCo,4 Afs 105/2014-101,0105_4Afs_1400101_20151026143707_prevedeno.txt,2015-11-15,SupAdmCo
3-119-17_1.txt,III. US 119/17,2017-11-14,ConCo,2 Afs 52/2005-94,0052_2Afs_0500094A_prevedeno.txt,2006-05-16,SupAdmCo
3-119-17_1.txt,III. US 119/17,2017-11-14,ConCo,3 Ads 56/2014-31,0056_3Ads_1400031_20150831142433_prevedeno.txt,2015-08-19,SupAdmCo
3-2674-11_1.txt,III. US 2674/11,2013-08-15,ConCo,1 As 95/2010,0095_1As__100_20110503093212_prevedeno.txt,2011-04-13,SupAdmCo
2-3610-17_1.txt,II. US 3610/17,2018-05-15,ConCo,1 As 13/2007-63,0013_1As__0700063A_prevedeno.txt,2007-08-29,SupAdmCo
2-126-14_1.txt,II. US 126/14,2017-06-08,ConCo,7 Aps 3/2008-98,0003_7Aps_080_20101124085118_prevedeno.txt,2010-11-16,SupAdmCo
2-126-14_1.txt,II. US 126/14,2017-06-08,ConCo,2 As 86/2010-76,0086_2As__100_20121003095212_prevedeno.txt,2012-09-18,SupAdmCo
2-126-14_1.txt,II. US 126/14,2017-06-08,ConCo,6 As 68/2012-47,0068_6As__120_20140822120312_prevedeno.txt,2014-08-19,SupAdmCo
1-3615-17_1.txt,I. US 3615/17,2018-01-23,ConCo,3 Ads 107/2017-42,0107_3Ads_1700042_20170913135709_prevedeno.txt,2017-09-07,SupAdmCo
2-524-05_1.txt,II. US 524/05,2007-11-07,ConCo,7 Afs 37/2006-50,0037_7Afs_0600050A_prevedeno.txt,2007-05-03,SupAdmCo
1-1383-18_1.txt,I. US 1383/18,2018-06-26,ConCo,2 Afs 177/2006-61,0177_2Afs_0600061A_prevedeno.txt,2007-05-15,SupAdmCo
1-1383-18_1.txt,I. US 1383/18,2018-06-26,ConCo,9 Afs 67/2007-147,0067_9Afs_0700147A_prevedeno.txt,2008-01-10,SupAdmCo
1-1383-18_1.txt,I. US 1383/18,2018-06-26,ConCo,9 Afs 44/2011-343,0044_9Afs_110_20120104042033_prevedeno.txt,2011-12-15,SupAdmCo
1-1383-18_1.txt,I. US 1383/18,2018-06-26,ConCo,1 Afs 26/2012-34,0026_1Afs_120_20120614040109_prevedeno.txt,2012-05-30,SupAdmCo
1-537-06_1.txt,I. US 537/06,2007-08-07,ConCo,Vol 50/2006,005011Vol_0600053A_prevedeno.txt,2006-06-29,SupAdmCo
1-126-04.txt,I. US 126/04,2004-07-22,ConCo,5 Ads 22/2003-48,0022_5Ads_0300048A_prevedeno.txt,2003-08-28,SupAdmCo
3-926-11_1.txt,III. US 926/11,2011-04-21,ConCo,Konf 38/2009-12,0038_0Konf0900012A_prevedeno.txt,2009-09-14,SupAdmCo
2-2549-14_1.txt,II. US 2549/14,2014-09-16,ConCo,3 Ads 171/2011-78,0171_3Ads_11_20120223093652_prevedeno.txt,2012-02-15,SupAdmCo
1-1849-08_1.txt,I. US 1849/08,2010-02-18,ConCo,1 As 56/2006,0056_1As__0600074A_prevedeno.txt,2007-06-27,SupAdmCo
2-2319-14_1.txt,II. US 2319/14,2014-08-12,ConCo,6 Aps 1/2013,0001_6Aps_13_20130723083806_prevedeno.txt,2013-06-26,SupAdmCo
2-2319-14_1.txt,II. US 2319/14,2014-08-12,ConCo,4 Aps 1/2013,0001_4Aps_130_20130507112446_prevedeno.txt,2013-04-18,SupAdmCo
4-881-18_2.txt,IV. US 881/18,2018-09-25,ConCo,1 Afs 198/2016-62,0198_1Afs_1600062_20180115100702_20180116090031_prevedeno.txt,2017-12-21,SupAdmCo
4-881-18_2.txt,IV. US 881/18,2018-09-25,ConCo,2 As 7/2005-86,0007_2As__0500086A_prevedeno.txt,2006-04-25,SupAdmCo
4-881-18_2.txt,IV. US 881/18,2018-09-25,ConCo,7 Afs 45/2007-251,0045_7Afs_0700251A_prevedeno.txt,2007-08-23,SupAdmCo
4-881-18_2.txt,IV. US 881/18,2018-09-25,ConCo,6 Ads 88/2006-132,0088_6Ads_0600132A_prevedeno.txt,2009-07-21,SupAdmCo
1-2476-11_1.txt,I. US 2476/11,2011-09-12,ConCo,5 As 60/2009-163,0060_5As__0900_d0bf29d8_c2e0_4ab9_9221_9fd40e6080a0_prevedeno.txt,2010-06-16,SupAdmCo
3-783-06_1.txt,III. US 783/06,2007-11-29,ConCo,2 Afs 81/2004-54,0081_2Afs_0400054A_prevedeno.txt,2005-11-26,SupAdmCo
3-757-18_1.txt,III. US 757/18,2018-04-17,ConCo,2 Afs 76/2017-45,0076_2Afs_1700045_20171122093128_prevedeno.txt,2017-11-25,SupAdmCo
3-757-18_1.txt,III. US 757/18,2018-04-17,ConCo,2 Afs 76/2017,0076_2Afs_1700045_20171122093128_prevedeno.txt,2017-11-25,SupAdmCo
3-939-10_1.txt,III. US 939/10,2010-08-03,ConCo,3 Ads 69/2009,0069_3Ads_0900_f9bd552f_d76a_48b7_a864_ab65233f26c4_prevedeno.txt,2009-12-02,SupAdmCo
2-2985-16_1.txt,II. US 2985/16,2016-10-25,ConCo,1 Afs 76/2013-57,0076_1Afs_13_20131219103533_prevedeno.txt,2013-12-17,SupAdmCo
1-2661-08_1.txt,I. US 2661/08,2008-11-20,ConCo,8 As 16/2008-244,0016_8As__0800244A_prevedeno.txt,2008-07-25,SupAdmCo
1-2661-08_1.txt,I. US 2661/08,2008-11-20,ConCo,8 As 37/2006-93,0037_8As__0600093A_prevedeno.txt,2007-07-31,SupAdmCo
