ssource_file,docket_number,date,court,reference,source_file2,date2,court2
4-3542-13_1.txt,IV. US 3542/13,2013-12-04,ConCo,7 Afs 41/2013-8,0041_7Afs_130_20130905100204_prevedeno.txt,2013-08-21,SupAdmCo
4-195-13_1.txt,IV. US 195/13,2014-03-10,ConCo,4 Ads 35/2013-37,0035_4Ads_130_20140129083737_prevedeno.txt,2014-01-23,SupAdmCo
2-2803-15_1.txt,II. US 2803/15,2016-03-22,ConCo,8 Afs 78/2006-74,0078_8Afs_0600074A_prevedeno.txt,2008-05-13,SupAdmCo
2-2803-15_1.txt,II. US 2803/15,2016-03-22,ConCo,8 As 68/2010-81,0068_8As__100_20110103093139_prevedeno.txt,2010-12-29,SupAdmCo
3-3799-16_1.txt,III. US 3799/16,2017-12-05,ConCo,6 Ads 56/2014-15,0056_6Ads_140_20140724152606_prevedeno.txt,2014-07-17,SupAdmCo
4-1351-16_1.txt,IV. US 1351/16,2017-04-06,ConCo,2 Afs 81/2004-54,0081_2Afs_0400054A_prevedeno.txt,2005-11-26,SupAdmCo
3-551-11_1.txt,III. US 551/11,2011-03-16,ConCo,2 Afs 4/2006,0004_2Afs_0600067A_prevedeno.txt,2006-11-18,SupAdmCo
3-551-11_1.txt,III. US 551/11,2011-03-16,ConCo,8 Afs 127/2005,0127_8Afs_0500065A_prevedeno.txt,2007-07-31,SupAdmCo
4-613-06_1.txt,IV. US 613/06,2007-04-18,ConCo,2 As 5/2005-86,0005_2As__0500086A_prevedeno.txt,2005-09-13,SupAdmCo
1-573-06.txt,I. US 573/06,2006-08-31,ConCo,1 As 48/2005-66,0048_1As__0500066A_prevedeno.txt,2006-05-10,SupAdmCo
Pl-14-08_1.txt,Pl. US 14/08,2010-11-18,ConCo,2 Ao 3/2010,0003_2Ao__1000_ba9406fe_8822_49ec_8236_492b80dc791b_prevedeno.txt,2010-08-06,SupAdmCo
Pl-14-08_1.txt,Pl. US 14/08,2010-11-18,ConCo,4 Ao 1/2009,0001_4Ao__0900058A_prevedeno.txt,2009-05-29,SupAdmCo
1-2547-15_1.txt,I. US 2547/15,2016-01-28,ConCo,8 Aps 2/2006-95,0002_8Aps_0600095A_prevedeno.txt,2006-07-31,SupAdmCo
3-2240-09_2.txt,III. US 2240/09,2010-10-14,ConCo,7 Afs 62/2008-76,0062_7Afs_0800076A_prevedeno.txt,2009-03-31,SupAdmCo
3-744-10_1.txt,III. US 744/10,2010-10-14,ConCo,6 Ads 41/2008-67,0041_6Ads_0800067A_prevedeno.txt,2009-11-07,SupAdmCo
3-3551-13_1.txt,III. US 3551/13,2014-03-13,ConCo,3 Ads 24/2008-119,0024_3Ads_0800119A_prevedeno.txt,2008-08-06,SupAdmCo
2-1809-16_1.txt,II. US 1809/16,2016-09-27,ConCo,4 Afs 22/2015-104,0022_4Afs_1500104_20160119115826_prevedeno.txt,2016-01-07,SupAdmCo
3-791-08_1.txt,III. US 791/08,2008-04-10,ConCo,9 Afs 86/2007,0086_9Afs_0700183A_prevedeno.txt,2008-03-19,SupAdmCo
1-49-07_1.txt,I. US 49/07,2008-03-19,ConCo,6 Ads 73/2004-7,0073_6Ads_0400072A_prevedeno.txt,2006-09-27,SupAdmCo
2-2574-07_1.txt,II. US 2574/07,2008-03-06,ConCo,3 Ads 54/2007-24,0054_3Ads_0700024A_prevedeno.txt,2007-09-05,SupAdmCo
2-2574-07_1.txt,II. US 2574/07,2008-03-06,ConCo,Ads 6/2005-57,0006_3Ads_0500057A_prevedeno.txt,2005-09-01,SupAdmCo
3-2506-17_1.txt,III. US 2506/17,2017-09-05,ConCo,6 As 231/2016-40,0231_6As__1600040_20170404141656_prevedeno.txt,2017-03-22,SupAdmCo
1-2987-07_1.txt,I. US 2987/07,2008-04-09,ConCo,2 Afs 205/2006,0205_2Afs_0600073A_prevedeno.txt,2007-11-04,SupAdmCo
2-2853-14_1.txt,II. US 2853/14,2014-10-07,ConCo,2 As 25/2007-118,0025_2As__0700118A_prevedeno.txt,2009-02-17,SupAdmCo
4-2977-15_1.txt,IV. US 2977/15,2016-10-11,ConCo,8 Afs 81/2013-44,0081_8Afs_130_20140707093042_prevedeno.txt,2014-06-30,SupAdmCo
3-2224-13_1.txt,III. US 2224/13,2013-11-07,ConCo,2 Afs 124/2008-127,0124_2Afs_0800127A_prevedeno.txt,2009-05-15,SupAdmCo
2-490-15_1.txt,II. US 490/15,2017-05-10,ConCo,4 Ads 73/2004,0073_4Ads_0400045A_prevedeno.txt,2005-12-28,SupAdmCo
1-2363-14_1.txt,I. US 2363/14,2015-02-10,ConCo,1 Afs 76/2013,0076_1Afs_130_20140207135658_prevedeno.txt,2014-01-21,SupAdmCo
4-3518-16_1.txt,IV. US 3518/16,2016-12-06,ConCo,5 As 20/2003-64,0020_5As__0300064A_prevedeno.txt,2004-10-27,SupAdmCo
4-3518-16_1.txt,IV. US 3518/16,2016-12-06,ConCo,6 Ans 2/2007-128,0002_6Ans_0700128A_prevedeno.txt,2007-11-15,SupAdmCo
4-3518-16_1.txt,IV. US 3518/16,2016-12-06,ConCo,1 As 32/2012-42,0032_1As__120_20120601082224_prevedeno.txt,2012-05-02,SupAdmCo
2-1367-07_1.txt,II. US 1367/07,2008-04-03,ConCo,2 Afs 111/2005-74,0111_2Afs_0500074A_prevedeno.txt,2006-02-02,SupAdmCo
3-2853-09_1.txt,III. US 2853/09,2010-01-21,ConCo,3 Ads 37/2004,0037_3Ads_0400036A_prevedeno.txt,2004-11-25,SupAdmCo
3-2853-09_1.txt,III. US 2853/09,2010-01-21,ConCo,1 Ans 2/2003-35,0002_1Ans_0300035A_prevedeno.txt,2004-01-28,SupAdmCo
3-3632-11_2.txt,III. US 3632/11,2012-01-26,ConCo,7 Afs 33/2003-80,0033_7Afs_0300080A_prevedeno.txt,2004-09-30,SupAdmCo
1-2698-11_1.txt,I. US 2698/11,2011-10-13,ConCo,6 Ans 3/2011-48,0003_6Ans_110_20110629034437_prevedeno.txt,2011-06-22,SupAdmCo
4-1818-12_1.txt,IV. US 1818/12,2012-10-09,ConCo,9 Afs 37/2008-118,0037_9Afs_0800118A_prevedeno.txt,2009-02-26,SupAdmCo
4-1818-12_1.txt,IV. US 1818/12,2012-10-09,ConCo,9 Afs 61/2010-215,0061_9Afs_100_20101223090056_prevedeno.txt,2010-11-30,SupAdmCo
1-419-03.txt,I. US 419/03,2005-03-23,ConCo,6 Ads 3/2003,0003_6Ads_0300073A_prevedeno.txt,2003-06-03,SupAdmCo
3-2688-18_1.txt,III. US 2688/18,2018-08-30,ConCo,7 Aps 3/2008-98,0003_7Aps_080_20101124085118_prevedeno.txt,2010-11-16,SupAdmCo
3-2688-18_1.txt,III. US 2688/18,2018-08-30,ConCo,7 As 100/2010-65,0100_7As__100_20130411102841_prevedeno.txt,2013-03-12,SupAdmCo
2-1966-15_1.txt,II. US 1966/15,2016-01-04,ConCo,4 Aps 3/2005-35,0003_4Aps_0500035A_prevedeno.txt,2006-04-27,SupAdmCo
2-1966-15_1.txt,II. US 1966/15,2016-01-04,ConCo,4 Ans 9/2007-197,0009_4Ans_0700197A_prevedeno.txt,2008-05-21,SupAdmCo
1-2959-13_1.txt,I. US 2959/13,2013-10-10,ConCo,7 As 100/2010-65,0100_7As__100_20130411102841_prevedeno.txt,2013-03-12,SupAdmCo
3-4472-12_1.txt,III. US 4472/12,2013-03-13,ConCo,3 Ans 2/2010,0002_3Ans_1000_43531b9f_6949_4a8a_911b_4a527244feb4_prevedeno.txt,2010-04-29,SupAdmCo
3-3243-13_1.txt,III. US 3243/13,2013-11-27,ConCo,2 Afs 68/2012,0068_2Afs_1200044_20141030095316_prevedeno.txt,2014-11-29,SupAdmCo
3-3243-13_1.txt,III. US 3243/13,2013-11-27,ConCo,2 Afs 68/2013,0068_2Afs_130_20131008131604_prevedeno.txt,2013-11-07,SupAdmCo
3-3243-13_1.txt,III. US 3243/13,2013-11-27,ConCo,2 Afs 66/2013,0066_2Afs_130_20131008130449_prevedeno.txt,2013-11-07,SupAdmCo
3-3243-13_1.txt,III. US 3243/13,2013-11-27,ConCo,4 Azs 1/2011-89,0001_4Azs_1100_20120425115449_prevedeno.txt,2012-03-30,SupAdmCo
4-2840-16_1.txt,IV. US 2840/16,2017-03-23,ConCo,6 Afs 255/2015-45,0255_6Afs_1500045_20160624083802_prevedeno.txt,2016-06-09,SupAdmCo
4-2840-16_1.txt,IV. US 2840/16,2017-03-23,ConCo,4 Afs 22/2015,0022_4Afs_1500104_20160119115826_prevedeno.txt,2016-01-07,SupAdmCo
Pl-76-06.txt,Pl. US 76/06,2007-02-12,ConCo,Vol 65/2006,0065_0Vol_0600052A_prevedeno.txt,2006-07-04,SupAdmCo
2-1079-15_1.txt,II. US 1079/15,2015-10-20,ConCo,2 As 50/2004-64,0050_2As__0400064A_prevedeno.txt,2006-03-30,SupAdmCo
2-1079-15_1.txt,II. US 1079/15,2015-10-20,ConCo,3 As 35/2006-87,0028_7As__1200001_prevedeno.txt,2007-03-21,SupAdmCo
2-1079-15_1.txt,II. US 1079/15,2015-10-20,ConCo,5 As 10/2004-32,0010_5As__0400032A_prevedeno.txt,2005-06-27,SupAdmCo
2-1079-15_1.txt,II. US 1079/15,2015-10-20,ConCo,1 As 35/2005-61,0035_1As__0500061A_prevedeno.txt,2006-02-01,SupAdmCo
4-2575-15_1.txt,IV. US 2575/15,2016-06-28,ConCo,5 As 88/2008-85,0088_5As__0800_fcb83ec9_24dc_4ee4_a609_8511cea3e47e_prevedeno.txt,2009-11-19,SupAdmCo
3-2956-14_1.txt,III. US 2956/14,2015-06-16,ConCo,1 Ao 1/2006-74,0001_1Ao__0600074A_prevedeno.txt,2006-07-18,SupAdmCo
4-2163-14_1.txt,IV. US 2163/14,2014-09-24,ConCo,6 Ads 92/2009,0092_6Ads_0900078A_prevedeno.txt,2009-08-13,SupAdmCo
2-1665-15_1.txt,II. US 1665/15,2015-10-13,ConCo,6 Ads 134/2012-47,0134_6Ads_12_20130327164148_prevedeno.txt,2013-02-27,SupAdmCo
1-87-05.txt,I. US 87/05,2006-05-30,ConCo,2 Afs 60/2004-72,0060_2Afs_0400072A_prevedeno.txt,2004-11-11,SupAdmCo
1-947-09_1.txt,I. US 947/09,2010-03-17,ConCo,9 As 42/2008-98,0042_9As__0800098A_prevedeno.txt,2008-11-29,SupAdmCo
4-1670-09_1.txt,IV. US 1670/09,2009-08-12,ConCo,1 As 1/2009-47,0001_1As__0900047A_prevedeno.txt,2009-04-02,SupAdmCo
3-197-15_1.txt,III. US 197/15,2015-04-23,ConCo,2 Ans 6/2004-113,0006_2Ans_0400113A_prevedeno.txt,2005-01-20,SupAdmCo
2-916-10_1.txt,II. US 916/10,2010-04-22,ConCo,3 Aps 3/2009-82,0003_3Aps_0900082A_prevedeno.txt,2009-06-30,SupAdmCo
1-394-07_1.txt,I. US 394/07,2007-03-27,ConCo,6 Ads 50/2005-63,0050_6Ads_0500063A_prevedeno.txt,2006-11-26,SupAdmCo
Pl-32-11_1.txt,Pl. US 32/11,2013-05-23,ConCo,2 As 75/2009-113,0075_2As__0900113A_prevedeno.txt,2011-08-23,SupAdmCo
Pl-32-11_1.txt,Pl. US 32/11,2013-05-23,ConCo,9 As 21/2009-150,0021_9As__0900150A_prevedeno.txt,2009-11-22,SupAdmCo
Pl-32-11_1.txt,Pl. US 32/11,2013-05-23,ConCo,8 As 47/2005,0047_8As__0500104A_prevedeno.txt,2008-11-26,SupAdmCo
Pl-32-11_1.txt,Pl. US 32/11,2013-05-23,ConCo,6 As 7/2005,0007_6As__0500117A_prevedeno.txt,2009-01-22,SupAdmCo
Pl-32-11_1.txt,Pl. US 32/11,2013-05-23,ConCo,7 As 43/2009,0043_7As__0900052A_prevedeno.txt,2009-08-13,SupAdmCo
Pl-32-11_1.txt,Pl. US 32/11,2013-05-23,ConCo,1 As 20/2009-70,0020_1As__0900070A_prevedeno.txt,2009-05-14,SupAdmCo
Pl-32-11_1.txt,Pl. US 32/11,2013-05-23,ConCo,5 As 40/2008-52,0040_5As__0800052A_prevedeno.txt,2008-11-06,SupAdmCo
Pl-32-11_1.txt,Pl. US 32/11,2013-05-23,ConCo,8 As 47/2005-86,0047_8As__0500086A_prevedeno.txt,2008-11-21,SupAdmCo
Pl-32-11_1.txt,Pl. US 32/11,2013-05-23,ConCo,6 As 7/2005-97,0007_6As__0500097A_prevedeno.txt,2008-11-21,SupAdmCo
2-1515-15_1.txt,II. US 1515/15,2015-08-11,ConCo,13 Kss 6/2014,000613Kss_1400138A_prevedeno.txt,2015-02-18,SupAdmCo
1-2459-11_1.txt,I. US 2459/11,2011-09-08,ConCo,5 Afs 40/2005-72,0040_5Afs_0500072A_prevedeno.txt,2006-04-12,SupAdmCo
1-3807-14_1.txt,I. US 3807/14,2015-04-22,ConCo,2 Afs 68/2012,0068_2Afs_1200044_20141030095316_prevedeno.txt,2014-11-29,SupAdmCo
2-3173-16_1.txt,II. US 3173/16,2017-03-14,ConCo,2 Aps 2/2004-69,0002_2Aps_0400069A_prevedeno.txt,2005-04-28,SupAdmCo
2-3173-16_1.txt,II. US 3173/16,2017-03-14,ConCo,7 Aps 1/2010-53,0001_7Aps_1000_6bbd090e_e6b3_4340_a5c9_9e14567e1cc0_prevedeno.txt,2010-02-18,SupAdmCo
2-3173-16_1.txt,II. US 3173/16,2017-03-14,ConCo,2 Aps 1/2005-65,0001_2Aps_0500065A_prevedeno.txt,2005-03-17,SupAdmCo
2-2011-15_1.txt,II. US 2011/15,2015-11-12,ConCo,1 Afs 76/2013-57,0076_1Afs_13_20131219103533_prevedeno.txt,2013-12-17,SupAdmCo
2-493-15_1.txt,II. US 493/15,2015-04-01,ConCo,2 As 62/2011-77,0062_2As__110_20110607014328_prevedeno.txt,2011-06-06,SupAdmCo
2-493-15_1.txt,II. US 493/15,2015-04-01,ConCo,5 Afs 16/2003-56,0016_5Afs_0300056A_prevedeno.txt,2004-11-12,SupAdmCo
1-2126-10_2.txt,I. US 2126/10,2010-09-06,ConCo,Vol 21/2010-31,0021_0Vol_1000031A_prevedeno.txt,2010-06-22,SupAdmCo
Pl-26-07_1.txt,Pl. US 26/07,2008-12-09,ConCo,4 Azs 419/2005-65,0419_4Azs_0500065A_prevedeno.txt,2006-09-29,SupAdmCo
2-555-07_1.txt,II. US 555/07,2008-10-23,ConCo,4 As 41/2005,0041_4As__0500137A_prevedeno.txt,2006-11-29,SupAdmCo
2-555-07_1.txt,II. US 555/07,2008-10-23,ConCo,2 As 21/2004,0021_2As__0400067A_prevedeno.txt,2004-12-16,SupAdmCo
4-894-14_1.txt,IV. US 894/14,2018-01-09,ConCo,9 Ans 11/2013-66,0011_9Ans_13_20140129104430_prevedeno.txt,2014-01-09,SupAdmCo
4-894-14_1.txt,IV. US 894/14,2018-01-09,ConCo,9 As 134/2013-55,0134_9As__13_20140129103825_prevedeno.txt,2014-01-23,SupAdmCo
2-1765-16_1.txt,II. US 1765/16,2016-07-12,ConCo,4 Afs 210/2014-57,0210_4Afs_1400057_20151124154621_prevedeno.txt,2015-11-24,SupAdmCo
1-2161-17_1.txt,I. US 2161/17,2017-08-10,ConCo,4 As 3/2008-78,0003_4As__0800078A_prevedeno.txt,2010-08-24,SupAdmCo
1-2161-17_1.txt,I. US 2161/17,2017-08-10,ConCo,4 Azs 228/2014-34,0228_4Azs_1400034_20150224093001_prevedeno.txt,2015-01-30,SupAdmCo
2-2695-11_1.txt,II. US 2695/11,2012-07-24,ConCo,4 Ads 120/2009-88,0120_4Ads_0900_c8d56f0a_ab0e_4df5_8256_cfa0db215c88_prevedeno.txt,2010-02-25,SupAdmCo
3-3069-10_2.txt,III. US 3069/10,2012-05-10,ConCo,3 Ads 17/2008,0017_3Ads_0800081A_prevedeno.txt,2008-08-06,SupAdmCo
3-4106-16_1.txt,III. US 4106/16,2017-03-07,ConCo,7 As 91/2012-62,0091_7As__120_20130131144938_prevedeno.txt,2012-12-20,SupAdmCo
3-2906-07_1.txt,III. US 2906/07,2008-03-26,ConCo,4 Ads 116/2006-96,0116_4Ads_0600096A_prevedeno.txt,2007-08-24,SupAdmCo
3-365-17_1.txt,III. US 365/17,2018-01-23,ConCo,5 Afs 8/2013,0008_5Afs_130_20140207105557_prevedeno.txt,2014-01-24,SupAdmCo
3-365-17_1.txt,III. US 365/17,2018-01-23,ConCo,9 Afs 41/2013,0041_9Afs_13_20140227143834_prevedeno.txt,2014-02-27,SupAdmCo
2-1712-16_1.txt,II. US 1712/16,2016-06-21,ConCo,1 Afs 38/2010,0038_1Afs_1000100A_prevedeno.txt,2010-07-21,SupAdmCo
1-178-05.txt,I. US 178/05,2005-12-13,ConCo,5 Afs 57/2004-43,0057_5Afs_0400043A_prevedeno.txt,2005-01-11,SupAdmCo
2-753-15_1.txt,II. US 753/15,2016-09-13,ConCo,7 As 94/2012,0094_7As__120_20120918030318_prevedeno.txt,2012-09-04,SupAdmCo
3-2693-14_1.txt,III. US 2693/14,2014-09-11,ConCo,5 As 3/2009-76,0003_5As__0900_4757a918_c863_4789_9ada_537b14ea9a30_prevedeno.txt,2010-03-16,SupAdmCo
3-1809-18_1.txt,III. US 1809/18,2018-06-19,ConCo,4 As 55/2007-84,0055_4As__0700084A_prevedeno.txt,2009-04-28,SupAdmCo
4-624-18_1.txt,IV. US 624/18,2018-02-27,ConCo,6 Ads 88/2017-26,0088_6Ads_1700026_20171130143909_prevedeno.txt,2017-11-22,SupAdmCo
1-1385-11_1.txt,I. US 1385/11,2013-05-07,ConCo,2 Afs 55/2005-73,0055_2Afs_0500073A_prevedeno.txt,2006-02-15,SupAdmCo
1-1385-11_1.txt,I. US 1385/11,2013-05-07,ConCo,2 As 81/2003-48,0081_2As__0300048A_prevedeno.txt,2004-06-17,SupAdmCo
4-154-09_1.txt,IV. US 154/09,2011-02-08,ConCo,5 Afs 15/2009-122,0015_5Afs_090_20110113021141_prevedeno.txt,2011-01-12,SupAdmCo
4-3841-12_1.txt,IV. US 3841/12,2012-11-27,ConCo,7 Ans 9/2012-9,0009_7Ans_120_20120731022836_prevedeno.txt,2012-06-28,SupAdmCo
2-408-15_1.txt,II. US 408/15,2015-06-16,ConCo,1 Afs 76/2013-57,0076_1Afs_13_20131219103533_prevedeno.txt,2013-12-17,SupAdmCo
3-2209-07_1.txt,III. US 2209/07,2007-09-27,ConCo,4 As 17/2004-55,0017_4As__0400055A_prevedeno.txt,2005-04-29,SupAdmCo
1-677-14_1.txt,I. US 677/14,2014-04-01,ConCo,Na 112/2006,011211Na__0600037A_prevedeno.txt,2006-05-24,SupAdmCo
4-1913-11_1.txt,IV. US 1913/11,2011-08-22,ConCo,9 Afs 53/2007-62,0053_9Afs_0700062A_prevedeno.txt,2007-09-19,SupAdmCo
4-3208-16_1.txt,IV. US 3208/16,2017-03-21,ConCo,4 As 50/2012-71,0050_4As__120_20130626081646_prevedeno.txt,2013-05-30,SupAdmCo
4-3208-16_1.txt,IV. US 3208/16,2017-03-21,ConCo,8 As 12/2015-46,0012_8As__1500046_20150331103015_prevedeno.txt,2015-03-25,SupAdmCo
4-3208-16_1.txt,IV. US 3208/16,2017-03-21,ConCo,2 As 196/2014-28,0196_2As__1400028_20150311143127_prevedeno.txt,2015-02-26,SupAdmCo
4-3208-16_1.txt,IV. US 3208/16,2017-03-21,ConCo,1 As 78/2014-41,0078_1As__140_20140821150638_prevedeno.txt,2014-08-13,SupAdmCo
4-3208-16_1.txt,IV. US 3208/16,2017-03-21,ConCo,8 As 55/2012-62,0055_8As__1200062_20141022104439_prevedeno.txt,2014-11-22,SupAdmCo
1-1015-14_2.txt,I. US 1015/14,2016-08-23,ConCo,2 Azs 71/2006-82,0071_2Azs_0600082A_prevedeno.txt,2008-03-26,SupAdmCo
1-1068-08_1.txt,I. US 1068/08,2009-07-16,ConCo,1 Afs 10/2006-45,0010_1Afs_0600045A_prevedeno.txt,2006-08-16,SupAdmCo
1-1068-08_1.txt,I. US 1068/08,2009-07-16,ConCo,4 As 31/2004-53,0031_4As__0400053A_prevedeno.txt,2005-04-21,SupAdmCo
2-1792-10_1.txt,II. US 1792/10,2010-12-16,ConCo,9 Afs 95/2008-47,0095_9Afs_0800047A_prevedeno.txt,2009-04-23,SupAdmCo
2-1792-10_1.txt,II. US 1792/10,2010-12-16,ConCo,9 Afs 93/2008-43,0093_9Afs_0800043A_prevedeno.txt,2009-04-23,SupAdmCo
2-1669-16_1.txt,II. US 1669/16,2016-06-14,ConCo,5 As 73/2010-71,0073_5As__100_20110330024814_prevedeno.txt,2011-03-11,SupAdmCo
1-332-15_1.txt,I. US 332/15,2015-03-23,ConCo,2 Afs 187/2004-69,0187_2Afs_0400069A_prevedeno.txt,2005-07-22,SupAdmCo
1-411-06_1.txt,I. US 411/06,2008-01-31,ConCo,5 Afs 223/2004-89,0223_5Afs_0400089A_prevedeno.txt,2005-09-15,SupAdmCo
1-411-06_1.txt,I. US 411/06,2008-01-31,ConCo,2 Afs 31/2005-57,0031_2Afs_0500057A_prevedeno.txt,2006-01-24,SupAdmCo
2-182-17_1.txt,II. US 182/17,2017-02-08,ConCo,7 As 187/2012,0187_7As__120_20130411073209_prevedeno.txt,2013-03-13,SupAdmCo
2-1190-13_1.txt,II. US 1190/13,2013-11-06,ConCo,Aprk 6/2013-34,0006_0Aprk13_20130206094926_prevedeno.txt,2013-02-05,SupAdmCo
2-1262-07_1.txt,II. US 1262/07,2007-06-26,ConCo,Vol 15/2006,001511Vol_0600020A_prevedeno.txt,2006-06-29,SupAdmCo
4-3818-17_1.txt,IV. US 3818/17,2018-02-06,ConCo,4 As 183/2017-41,0183_4As__1700041_20170925143634_prevedeno.txt,2017-09-20,SupAdmCo
4-3818-17_1.txt,IV. US 3818/17,2018-02-06,ConCo,4 Ans 9/2007-197,0009_4Ans_0700197A_prevedeno.txt,2008-05-21,SupAdmCo
3-20-04.txt,III. US 20/04,2004-05-06,ConCo,2 As 34/2003-80,0034_2As__0300080A_prevedeno.txt,2003-10-16,SupAdmCo
4-2939-07_1.txt,IV. US 2939/07,2008-12-09,ConCo,9 Afs 81/2007-60,0020_3Afs_1400001_prevedeno.txt,2007-11-09,SupAdmCo
4-2939-07_1.txt,IV. US 2939/07,2008-12-09,ConCo,2 Afs 94/2004-50,0094_2Afs_0400050A_prevedeno.txt,2005-02-03,SupAdmCo
3-1728-18_1.txt,III. US 1728/18,2018-09-11,ConCo,5 As 194/2014-36,0194_5As__1400036_20160929151228_prevedeno.txt,2016-09-13,SupAdmCo
4-2983-13_1.txt,IV. US 2983/13,2013-10-23,ConCo,5 As 46/2013-13,0046_5As__130_20130724093537_prevedeno.txt,2013-06-28,SupAdmCo
3-2923-09_1.txt,III. US 2923/09,2010-02-11,ConCo,4 Ads 105/2009-54,0105_4Ads_0900054A_prevedeno.txt,2009-08-19,SupAdmCo
4-1156-14_1.txt,IV. US 1156/14,2014-12-02,ConCo,1 Afs 76/2013,0076_1Afs_130_20140207135658_prevedeno.txt,2014-01-21,SupAdmCo
2-1149-13_1.txt,II. US 1149/13,2013-06-13,ConCo,2 As 87/2010,0087_2As__1000_20101022101526_prevedeno.txt,2010-11-20,SupAdmCo
4-2864-14_1.txt,IV. US 2864/14,2014-10-21,ConCo,9 Afs 29/2008-88,0029_9Afs_0800088A_prevedeno.txt,2008-11-22,SupAdmCo
4-2864-14_1.txt,IV. US 2864/14,2014-10-21,ConCo,9 Afs 71/2011,0071_9Afs_11_20121025124005_prevedeno.txt,2012-09-27,SupAdmCo
4-2864-14_1.txt,IV. US 2864/14,2014-10-21,ConCo,8 Afs 52/2010,0052_8Afs_1000_20101004122106_prevedeno.txt,2010-09-23,SupAdmCo
3-772-18_1.txt,III. US 772/18,2018-05-29,ConCo,1 Ads 73/2015,0073_1Ads_1500052_20151125121813_prevedeno.txt,2015-11-10,SupAdmCo
3-772-18_1.txt,III. US 772/18,2018-05-29,ConCo,2 Ads 13/2018-54,0013_2Ads_1800054_20180426175455_20180430130048_prevedeno.txt,2018-04-25,SupAdmCo
1-3716-11_1.txt,I. US 3716/11,2012-01-17,ConCo,9 Afs 30/2011-87,0030_9Afs_110_20110929031547_prevedeno.txt,2011-08-30,SupAdmCo
2-1862-07_1.txt,II. US 1862/07,2007-07-31,ConCo,2 As 21/2004,0021_2As__0400067A_prevedeno.txt,2004-12-16,SupAdmCo
1-1904-10_1.txt,I. US 1904/10,2012-06-19,ConCo,1 Afs 107/2004-48,0107_1Afs_0400048A_prevedeno.txt,2005-11-10,SupAdmCo
1-1904-10_1.txt,I. US 1904/10,2012-06-19,ConCo,4 Ads 120/2009-88,0120_4Ads_0900_c8d56f0a_ab0e_4df5_8256_cfa0db215c88_prevedeno.txt,2010-02-25,SupAdmCo
4-2925-10_1.txt,IV. US 2925/10,2011-03-30,ConCo,1 Ao 1/2005-98,0001_1Ao__0500098A_prevedeno.txt,2005-09-27,SupAdmCo
Pl-25-09_1.txt,Pl. US 25/09,2010-12-14,ConCo,6 As 29/2003-97,0029_6As__0300097A_prevedeno.txt,2003-11-30,SupAdmCo
4-92-16_1.txt,IV. US 92/16,2016-01-20,ConCo,6 As 207/2015-12,0207_6As__1500012_20151023102541_prevedeno.txt,2015-11-22,SupAdmCo
2-3487-14_1.txt,II. US 3487/14,2014-12-09,ConCo,2 Afs 68/2012,0068_2Afs_1200044_20141030095316_prevedeno.txt,2014-11-29,SupAdmCo
3-491-10_1.txt,III. US 491/10,2010-06-24,ConCo,1 Afs 97/2009,0097_1Afs_0900_0a20fdba_8278_44d0_9288_87caaf793da9_prevedeno.txt,2009-12-02,SupAdmCo
2-3378-15_1.txt,II. US 3378/15,2016-01-26,ConCo,1 As 202/2015-28,0202_1As__1500028_20151116093649_prevedeno.txt,2015-11-05,SupAdmCo
2-3378-15_1.txt,II. US 3378/15,2016-01-26,ConCo,7 As 101/2011-66,0101_7As__110_20111129013328_prevedeno.txt,2011-11-26,SupAdmCo
1-1815-15_1.txt,I. US 1815/15,2015-08-05,ConCo,4 As 157/2014-34,0157_4As__1400034_20141104104440_prevedeno.txt,2014-11-23,SupAdmCo
4-3400-11_1.txt,IV. US 3400/11,2012-06-19,ConCo,3 Ads 130/2008-107,0130_3Ads_0800107A_prevedeno.txt,2009-09-23,SupAdmCo
4-3400-11_1.txt,IV. US 3400/11,2012-06-19,ConCo,3 Ads 130/2008-204,0130_3Ads_08_20110831084552_prevedeno.txt,2011-08-25,SupAdmCo
2-3601-16_1.txt,II. US 3601/16,2016-11-15,ConCo,1 As 40/2007-103,0040_1As__0700103A_prevedeno.txt,2008-01-17,SupAdmCo
2-3601-16_1.txt,II. US 3601/16,2016-11-15,ConCo,7 As 187/2012-31,0187_7As__120_20130411073209_prevedeno.txt,2013-03-13,SupAdmCo
3-264-06.txt,III. US 264/06,2006-06-22,ConCo,5 Azs 283/2005-50,0283_5Azs_0500050A_prevedeno.txt,2006-01-31,SupAdmCo
1-580-04.txt,I. US 580/04,2005-08-04,ConCo,7 Azs 298/2004-34,0298_7Azs_0400034A_prevedeno.txt,2005-02-16,SupAdmCo
4-2173-13_1.txt,IV. US 2173/13,2013-07-31,ConCo,3 Ads 121/2009-116,0121_3Ads_0900_598d9b6d_eb20_4797_9cb8_55db59083186_prevedeno.txt,2010-04-29,SupAdmCo
2-2145-08_1.txt,II. US 2145/08,2009-09-16,ConCo,1 Aps 3/2006-69,0003_1Aps_0600069A_prevedeno.txt,2008-01-17,SupAdmCo
4-237-07.txt,IV. US 237/07,2007-03-26,ConCo,6 Afs 3/2003,0003_6Afs_0300020A_prevedeno.txt,2003-05-27,SupAdmCo
1-958-07_1.txt,I. US 958/07,2009-04-06,ConCo,3 Ads 107/2005-67,0107_3Ads_0500067A_prevedeno.txt,2007-01-17,SupAdmCo
